Word,UniqueLetters,Score
ROUPS,5,13107
ROUPY,5,10248
ROUSE,5,15882
ROUST,5,13965
ROUTE,5,13799
ROUTH,5,10901
ROUTS,5,13965
ROVED,5,11966
ROVEN,5,12304
ROVER,4,13159
ROVES,5,14611
ROWAN,5,12179
ROWDY,5,9493
ROWED,5,12186
ROWEL,5,12831
ROWEN,5,12524
ROWER,4,13379
ROWTH,5,9850
ROYAL,5,13230
RUANA,4,14252
RUBBY,4,8230
RUBEL,5,12169
RUBES,5,14169
RUBLE,5,12169
RUBLI,5,10662
RUBUS,4,11783
RUCHE,5,11521
RUCKS,5,11423
RUDDS,4,12291
RUDDY,4,9432
RUDER,4,13318
RUERS,4,15963
RUFFE,4,10249
RUFFS,4,10415
RUGAE,5,13696
RUGAL,5,11862
RUGBY,5,8268
RUING,5,10393
RUINS,5,13601
RUKHS,5,11189
RULED,5,12770
RULER,4,13963
RULES,5,15415
RUMBA,5,10848
RUMEN,5,12132
RUMLY,5,9746
RUMMY,4,8770
RUMOR,4,11620
RUMPS,5,11664
RUNES,5,15108
RUNGS,5,12066
RUNIC,5,10771
RUNNY,4,10108
RUNTS,5,13191
RUNTY,5,10332
RUPEE,4,14308
RURAL,4,13618
RUSES,4,17415
RUSHY,5,11658
RUSKS,4,14253
RUSTS,4,15498
RUSTY,5,12639
RUTHS,5,12434
RUTIN,5,11518
RUTTY,4,10556
RYKED,5,11135
RYKES,5,13780
RYNDS,5,12322
RYOTS,5,13658
SABAL,4,15317
SABED,5,15017
SABER,5,16210
SABES,4,17662
SABIN,5,13848
SABIR,5,14703
SABLE,5,15662
SABOT,5,14212
SABRA,4,15865
SABRE,5,16210
SACKS,4,14916
SACRA,4,16281
SADES,4,18263
SADHE,5,15199
SADHU,5,12813
SADIS,4,16756
SADLY,5,13570
SAFER,5,15873
SAFES,4,17325
SAGAS,3,17355
SAGER,5,16248
SAGES,4,17700
SAGGY,4,11799
SAGOS,4,16333
SAGUM,5,12338
SAHIB,5,13091
SAICE,5,16405
SAIDS,4,16756
SAIGA,4,15682
SAILS,4,17401
SAINS,4,17094
SAINT,5,15011
SAITH,5,14254
SAJOU,5,12873
SAKER,5,16128
SAKES,4,17580
SAKIS,4,16073
SAKTI,5,13990
SALAD,4,15918
SALAL,3,16563
SALAT,4,16480
SALEP,5,15967
SALES,4,18908
SALIC,5,14571
SALLY,4,14215
SALMI,5,14425
SALOL,4,15541
SALON,5,15234
SALPA,4,15622
SALPS,4,16133
SALSA,3,18563
SALTS,4,16991
SALTY,5,14132
SALUT,5,14439
SALVE,5,15085
SALVO,5,13718
SAMBA,4,14341
SAMBO,5,13319
SAMEK,5,14604
SAMEY,5,15073
SAMFU,5,11963
SAMPS,4,15157
SANDS,4,16122
SANDY,5,13263
SANED,5,15956
SANER,5,17149
SANES,4,18601
SANGA,4,15048
SANGH,5,12495
SANTO,5,15151
SAPID,5,13815
SAPOR,5,15148
SAPPY,4,12333
SARAN,4,16804
SARDS,4,16977
SAREE,4,19290
SARGE,5,16248
SARGO,5,14881
SARIN,5,15642
SARIS,4,17949
SARKS,4,16294
SARKY,5,13435
SAROD,5,15444
SAROS,4,18089
SASIN,4,17094
SASSY,3,18215
SATAY,4,15621
SATED,5,16180
SATEM,5,15849
SATES,4,18825
SATIN,5,15011
SATIS,4,17318
SATYR,5,14680
SAUCE,5,15526
SAUCH,5,12628
SAUCY,5,12833
SAUGH,5,12250
SAULS,4,16522
SAULT,5,14439
SAUNA,4,15704
SAURY,5,14211
SAUTE,5,16273
SAVED,5,14440
SAVER,5,15633
SAVES,4,17085
SAVIN,5,13271
SAVOR,5,14266
SAVOY,5,12859
SAVVY,4,10569
SAWED,5,14660
SAWER,5,15853
SAXES,4,16813
SAYED,5,15404
SAYER,5,16597
SAYID,5,13897
SAYST,4,16132
SCABS,4,14998
SCADS,4,15599
SCAGS,4,15036
SCALD,5,13599
SCALE,5,16078
SCALL,4,14244
SCALP,5,13303
SCALY,5,13385
SCAMP,5,12327
SCAMS,4,15268
SCANS,4,15937
SCANT,5,13854
SCAPE,5,15137
SCARE,5,16626
SCARF,5,13209
SCARP,5,13851
SCARS,4,16792
SCART,5,14709
SCARY,5,13933
SCATS,4,16161
SCATT,4,14078
SCAUP,5,12751
SCAUR,5,14240
SCENA,5,15771
SCEND,5,13637
SCENE,4,16116
SCENT,5,14199
SCHAV,5,11357
SCHMO,5,11182
SCHUL,5,11139
SCHWA,5,11577
SCION,5,13242
SCOFF,4,10056
SCOLD,5,12577
SCONE,5,14749
SCOOP,4,12748
SCOOT,4,13606
SCOPA,5,13770
SCOPE,5,14115
SCOPS,4,14281
SCORE,5,15604
SCORN,5,13463
SCOTS,4,15139
SCOUR,5,13218
SCOUT,5,12587
SCOWL,5,11619
SCOWS,4,13619
SCRAG,5,13584
SCRAM,5,13816
SCRAN,5,14485
SCRAP,5,13851
SCREE,4,16971
SCREW,5,13534
SCRIM,5,12654
SCRIP,5,12689
SCROB,5,12524
SCROD,5,13125
SCRUB,5,11505
SCRUM,5,11775
SCUBA,5,12446
SCUDI,5,11885
SCUDO,5,12025
SCUDS,4,13558
SCUFF,4,9037
SCULK,5,10875
SCULL,4,12203
SCULP,5,11262
SCUMS,4,13227
SCUPS,4,13262
SCURF,5,11168
SCUTA,5,13609
SCUTE,5,13954
SCUTS,4,14120
SCUZZ,4,8069
SEALS,4,18908
SEAMS,4,17932
SEAMY,5,15073
SEARS,4,19456
SEATS,4,18825
SEBUM,5,12645
SECCO,4,14226
SECTS,4,16506
SEDAN,5,15956
SEDER,4,17156
SEDGE,4,15400
SEDGY,5,12707
SEDUM,5,13246
SEEDS,3,18608
SEEDY,4,15749
SEEKS,3,17925
SEELS,3,19253
SEELY,4,16394
SEEMS,3,18277
SEEPS,3,18312
SEEPY,4,15453
SEERS,3,19801
SEGNI,5,14231
SEGNO,5,14371
SEGOS,4,16678
SEGUE,4,15493
SEIFS,4,16163
SEINE,4,17273
SEISE,3,19580
SEISM,4,16770
SEIZA,5,15168
SEIZE,4,15513
SELAH,5,15844
SELFS,4,15836
SELLE,3,17253
SELLS,3,17419
SELVA,5,15085
SEMEE,3,18111
SEMEN,4,15970
SEMES,3,18277
SEMIS,4,16770
SENDS,4,16467
SENES,3,18946
SENGI,5,14231
SENNA,4,16294
SENOR,5,16127
SENSA,4,18601
SENSE,3,18946
SENTE,4,16863
SENTI,5,15356
SENTS,4,17029
SEPAL,5,15967
SEPIA,5,16294
SEPIC,5,13975
SEPOY,5,14086
SEPTA,5,15884
SEPTS,4,16395
SERAC,5,16626
SERAI,5,17783
SERAL,5,17456
SERED,4,17156
SERER,3,18349
SERES,3,19801
SERFS,4,16384
SERGE,4,16593
SERIF,5,14711
SERIN,5,15987
SEROW,5,14831
SERRY,4,15656
SERUM,5,14439
SERVE,4,15978
SERVO,5,14611
SETAE,4,18659
SETAL,5,16825
SETON,5,15496
SETTS,3,17253
SETUP,5,13843
SEVEN,4,15123
SEVER,4,15978
SEWAN,5,14998
SEWAR,5,15853
SEWED,4,15005
SEWER,4,16198
SEXED,4,14513
SEXER,4,15706
SEXES,3,17158
SEXTO,5,13708
SEXTS,4,15241
SHACK,5,11852
SHADE,5,15199
SHADS,4,15365
SHADY,5,12506
SHAFT,5,12344
SHAGS,4,14802
SHAHS,3,14946
SHAKE,5,14516
SHAKO,5,13149
SHAKY,5,11823
SHALE,5,15844
SHALL,4,14010
SHALT,5,13927
SHALY,5,13151
SHAME,5,14868
SHAMS,4,15034
SHANK,5,12375
SHAPE,5,14903
SHARD,5,13913
SHARE,5,16392
SHARK,5,13230
SHARN,5,14251
SHARP,5,13617
SHAUL,5,13458
SHAVE,5,14021
SHAWL,5,12407
SHAWM,5,11431
SHAWN,5,12100
SHAWS,4,14407
SHAYS,4,15151
SHEAF,5,14261
SHEAL,5,15844
SHEAR,5,16392
SHEAS,4,17844
SHEDS,4,15710
SHEEN,4,15882
SHEEP,4,15248
SHEER,4,16737
SHEET,4,16106
SHEIK,5,13354
SHELF,5,12772
SHELL,4,14355
SHEND,5,13403
SHENT,5,13965
SHEOL,5,14822
SHERD,5,14258
SHERO,5,15370
SHEWN,5,12445
SHEWS,4,14752
SHIED,5,14037
SHIEL,5,14682
SHIER,5,15230
SHIES,4,16682
SHIFT,5,11182
SHILL,4,12848
SHILY,5,11989
SHIMS,4,13872
SHINE,5,14375
SHINS,4,14541
SHINY,5,11682
SHIPS,4,13907
SHIRE,5,15230
SHIRK,5,12068
SHIRR,4,13944
SHIRT,5,13313
SHIST,4,14765
SHITE,5,14599
SHITS,4,14765
SHIUR,5,12844
SHIVA,5,12514
SHIVE,5,12859
SHIVS,4,13025
SHLEP,5,13414
SHLUB,5,10723
SHMOE,5,13846
SHOAL,5,14477
SHOAT,5,14394
SHOCK,5,10830
SHOED,5,14177
SHOER,5,15370
SHOES,4,16822
SHOGI,5,12107
SHOGS,4,13780
SHOJI,5,11199
SHOJO,4,11339
SHONE,5,14515
SHOOK,4,12127
SHOOL,4,13455
SHOON,4,13148
SHOOS,3,15455
SHOOT,4,13372
SHOPS,4,14047
SHORE,5,15370
SHORL,5,13536
SHORN,5,13229
SHORT,5,13453
SHOTE,5,14739
SHOTS,4,14905
SHOTT,4,12822
SHOUT,5,12353
SHOVE,5,12999
SHOWN,5,11078
SHOWS,4,13385
SHOWY,5,10526
SHOYU,5,11577
SHRED,5,14258
SHREW,5,13300
SHRIS,4,15396
SHRUB,5,11271
SHRUG,5,11309
SHTIK,5,11437
SHTUM,5,10910
SHTUP,5,10945
SHUCK,5,9811
SHULN,5,11662
SHULS,4,13969
SHUNS,4,13662
SHUNT,5,11579
SHURA,5,14006
SHUSH,3,12905
SHUTE,5,13720
SHUTS,4,13886
SHWAS,4,14407
SHYER,5,14044
SHYLY,4,10803
SIALS,4,17401
SIBBS,3,13420
SIBYL,5,11807
SICES,4,16916
SICKO,5,12221
SICKS,4,13754
SICKY,5,10895
SIDED,4,14456
SIDES,4,17101
SIDHE,5,14037
SIDLE,5,15101
SIEGE,4,16372
SIEUR,5,15742
SIEVE,4,15757
SIFTS,4,14246
SIGHS,4,13640
SIGHT,5,11557
SIGIL,4,13031
SIGLA,5,14193
SIGMA,5,13217
SIGNA,5,13886
SIGNS,4,14397
SIKAS,4,16073
SIKER,5,14966
SIKES,4,16418
SILDS,4,15267
SILEX,5,13651
SILKS,4,14584
SILKY,5,11725
SILLS,3,15912
SILLY,4,13053
SILOS,4,16379
SILTS,4,15829
SILTY,5,12970
SILVA,5,13578
SIMAR,5,14973
SIMAS,4,16425
SIMPS,4,13995
SINCE,5,14609
SINES,4,17439
SINEW,5,13836
SINGE,5,14231
SINGS,4,14397
SINHS,4,14541
SINKS,4,14277
SINUS,4,15053
SIPED,5,14160
SIPES,4,16805
SIRED,5,15649
SIREE,4,18128
SIREN,5,15987
SIRES,4,18294
SIRRA,4,16497
SIRUP,5,12967
SISAL,4,17401
SISES,3,19746
SISSY,3,17053
SITAR,5,15866
SITED,5,15018
SITES,4,17663
SITUP,5,12336
SITUS,4,15277
SIVER,5,14471
SIXER,5,14199
SIXES,4,15651
SIXMO,5,11308
SIXTE,5,13568
SIXTH,5,10670
SIXTY,5,10875
SIZAR,5,13882
SIZED,5,13034
SIZER,5,14227
SIZES,4,15679
SKAGS,4,14538
SKALD,5,13101
SKANK,4,12111
SKATE,5,15497
SKATS,4,15663
SKEAN,5,15273
SKEDS,4,15446
SKEED,4,15280
SKEEN,4,15618
SKEES,3,17925
SKEET,4,15842
SKEGS,4,14883
SKEIN,5,14111
SKELL,4,14091
SKELM,5,13115
SKELP,5,13150
SKENE,4,15618
SKEPS,4,15150
SKEWS,4,14488
SKIDS,4,13939
SKIED,5,13773
SKIER,5,14966
SKIES,4,16418
SKIEY,5,13559
SKIFF,4,9418
SKILL,4,12584
SKIMP,5,10667
SKIMS,4,13608
SKINK,4,10949
SKINS,4,14277
SKINT,5,12194
SKIPS,4,13643
SKIRL,5,13132
SKIRR,4,13680
SKIRT,5,13049
SKITE,5,14335
SKITS,4,14501
SKIVE,5,12595
SKOAL,5,14213
SKOLS,4,14724
SKORT,5,13189
SKOSH,4,13660
SKUAS,4,15194
SKULK,4,10377
SKULL,4,11705
SKUNK,4,10070
SKYED,5,12587
SKYEY,4,12373
SLABS,4,15828
SLACK,5,12916
SLAGS,4,15866
SLAIN,5,15094
SLAKE,5,15580
SLAMS,4,16098
SLANG,5,13559
SLANK,5,13439
SLANT,5,14684
SLAPS,4,16133
SLASH,4,16010
SLATE,5,16825
SLATS,4,16991
SLATY,5,14132
SLAVE,5,15085
SLAWS,4,15471
SLAYS,4,16215
SLEDS,4,16774
SLEEK,4,15925
SLEEP,4,16312
SLEET,4,17170
SLEPT,5,14395
SLEWS,4,15816
SLICE,5,14916
SLICK,5,11754
SLIDE,5,15101
SLIER,5,16294
SLILY,4,13053
SLIME,5,14770
SLIMS,4,14936
SLIMY,5,12077
SLING,5,12397
SLINK,5,12277
SLIPE,5,14805
SLIPS,4,14971
SLIPT,5,12888
SLITS,4,15829
SLOBS,4,14806
SLOES,4,17886
SLOGS,4,14844
SLOID,5,13734
SLOJD,5,11291
SLOMO,4,13543
SLOOP,4,13578
SLOPE,5,14945
SLOPS,4,15111
SLOSH,4,14988
SLOTH,5,12905
SLOTS,4,15969
SLOWS,4,14449
SLOYD,5,12548
SLUBS,4,13787
SLUED,5,14222
SLUES,4,16867
SLUFF,4,9867
SLUGS,4,13825
SLUMP,5,11116
SLUMS,4,14057
SLUNG,5,11518
SLUNK,5,11398
SLURB,5,12335
SLURP,5,12640
SLURS,4,15581
SLUSH,4,13969
SLUTS,4,14950
SLYER,5,15108
SLYLY,3,11867
SLYPE,5,13619
SMACK,5,11940
SMALL,4,14098
SMALT,5,14015
SMARM,4,13670
SMART,5,14563
SMASH,4,15034
SMAZE,5,13865
SMEAR,5,16480
SMEEK,4,14949
SMELL,4,14443
SMELT,5,14360
SMERK,5,13663
SMEWS,4,14840
SMILE,5,14770
SMIRK,5,12156
SMITE,5,14687
SMITH,5,11789
SMOCK,5,10918
SMOGS,4,13868
SMOKE,5,13582
SMOKY,5,10889
SMOLT,5,12993
SMORG,5,12416
SMOTE,5,14827
SMUSH,4,12993
SMUTS,4,13974
SNACK,5,12609
SNAFU,5,12632
SNAGS,4,15559
SNAIL,5,15094
SNAKE,5,15273
SNAKY,5,12580
SNAPS,4,15826
SNARE,5,17149
SNARF,5,13732
SNARK,5,13987
SNARL,5,15315
SNASH,4,15703
SNATH,5,13620
SNAWS,4,15164
SNEAK,5,15273
SNEAP,5,15660
SNECK,5,12954
SNEDS,4,16467
SNEER,4,17494
SNELL,4,15112
SNIBS,4,14359
SNICK,5,11447
SNIDE,5,14794
SNIFF,4,10439
SNIPE,5,14498
SNIPS,4,14664
SNITS,4,15522
SNOBS,4,14499
SNOGS,4,14537
SNOOD,4,13567
SNOOK,4,12884
SNOOL,4,14212
SNOOP,4,13271
SNOOT,4,14129
SNORE,5,16127
SNORT,5,14210
SNOTS,4,15662
SNOUT,5,13110
SNOWS,4,14142
SNOWY,5,11283
SNUBS,4,13480
SNUCK,5,10568
SNUFF,4,9560
SNUGS,4,13518
SNYES,4,16253
SOAKS,4,16213
SOAPS,4,16600
SOAPY,5,13741
SOARS,4,18089
SOAVE,5,15552
SOBAS,4,16295
SOBER,5,15188
SOCAS,4,16711
SOCES,4,17056
SOCKO,4,12361
SOCKS,4,13894
SOCLE,5,15056
SODAS,4,16896
SODDY,4,11903
SODIC,5,12904
SODOM,4,12898
SOFAR,5,14506
SOFAS,4,15958
SOFTA,5,13875
SOFTS,4,14386
SOFTY,5,11527
SOGGY,4,10777
SOILS,4,16379
SOJAS,4,15425
SOJUS,4,13384
SOKES,4,16558
SOKOL,4,13191
SOLAN,5,15234
SOLAR,5,16089
SOLAS,4,17541
SOLDI,5,13734
SOLDO,4,13874
SOLED,5,15241
SOLEI,5,16213
SOLES,4,17886
SOLID,5,13734
SOLON,4,14212
SOLOS,3,16519
SOLUM,5,12524
SOLUS,4,15500
SOLVE,5,14063
SOMAN,5,14258
SOMAS,4,16565
SONAR,5,15782
SONDE,5,14934
SONES,4,17579
SONGS,4,14537
SONIC,5,13242
SONLY,5,12886
SONNY,4,12579
SONSY,4,14886
SOOEY,4,15494
SOOKS,3,15191
SOOTH,4,13372
SOOTS,3,16436
SOOTY,4,13577
SOPHS,4,14047
SOPHY,5,11188
SOPOR,4,14126
SOPPY,4,11311
SORAS,4,18089
SORBS,4,15354
SORDS,4,15955
SORED,5,15789
SOREL,5,16434
SORER,4,16982
SORES,4,18434
SORGO,4,13859
SORNS,4,16293
SORRY,4,14289
SORTA,5,16006
SORTS,4,16517
SORUS,4,16048
SOTHS,4,14905
SOTOL,4,14436
SOUGH,5,11228
SOUKS,4,14172
SOULS,4,15500
SOUND,5,12548
SOUPS,4,14559
SOUPY,5,11700
SOURS,4,16048
SOUSE,4,17334
SOUTH,5,12353
SOWAR,5,14486
SOWED,5,13638
SOWER,5,14831
SOYAS,4,16682
SOYUZ,5,10574
SOZIN,5,12005
SPACE,5,15137
SPACY,5,12444
SPADE,5,15322
SPADO,5,13955
SPAED,5,15322
SPAES,4,17967
SPAHI,5,13396
SPAIL,5,14460
SPAIT,5,14377
SPAKE,5,14639
SPALE,5,15967
SPALL,4,14133
SPAMS,4,15157
SPANG,5,12618
SPANK,5,12498
SPANS,4,15826
SPARE,5,16515
SPARK,5,13353
SPARS,4,16681
SPASM,4,15157
SPATE,5,15884
SPATS,4,16050
SPAWN,5,12223
SPAYS,4,15274
SPEAK,5,14639
SPEAN,5,15660
SPEAR,5,16515
SPECK,5,12320
SPECS,4,15648
SPECT,5,13565
SPEED,4,15667
SPEEL,4,16312
SPEER,4,16860
SPEIL,5,14805
SPEIR,5,15353
SPELL,4,14478
SPELT,5,14395
SPEND,5,13526
SPENT,5,14088
SPERM,5,14050
SPEWS,4,14875
SPICA,5,13630
SPICE,5,13975
SPICY,5,11282
SPIED,5,14160
SPIEL,5,14805
SPIER,5,15353
SPIES,4,16805
SPIFF,4,9805
SPIKE,5,13477
SPIKY,5,10784
SPILE,5,14805
SPILL,4,12971
SPILT,5,12888
SPINE,5,14498
SPINS,4,14664
SPINY,5,11805
SPIRE,5,15353
SPIRT,5,13436
SPIRY,5,12660
SPITE,5,14722
SPITS,4,14888
SPITZ,5,10821
SPIVS,4,13148
SPLAT,5,14050
SPLAY,5,13274
SPLIT,5,12888
SPODE,5,14300
SPOIL,5,13438
SPOKE,5,13617
SPOOF,4,11995
SPOOK,4,12250
SPOOL,4,13578
SPOON,4,13271
SPOOR,4,14126
SPORE,5,15493
SPORT,5,13576
SPOTS,4,15028
SPOUT,5,12476
SPRAG,5,13473
SPRAT,5,14598
SPRAY,5,13822
SPREE,4,16860
SPRIG,5,12311
SPRIT,5,13436
SPROG,5,12451
SPRUE,5,14474
SPRUG,5,11432
SPUDS,4,13447
SPUED,5,13281
SPUES,4,15926
SPUME,5,12950
SPUMY,5,10257
SPUNK,5,10457
SPURN,5,12333
SPURS,4,14640
SPURT,5,12557
SPUTA,5,13498
SQUAB,5,11044
SQUAD,5,11645
SQUAT,5,12207
SQUEG,5,11427
SQUIB,5,9882
SQUID,5,10483
STABS,4,15745
STACK,5,12833
STADE,5,16180
STAFF,4,11825
STAGE,5,15617
STAGS,4,15783
STAGY,5,12924
STAID,5,14673
STAIG,5,14110
STAIN,5,15011
STAIR,5,15866
STAKE,5,15497
STALE,5,16825
STALK,5,13663
STALL,4,14991
STAMP,5,13074
STAND,5,14039
STANE,5,16518
STANG,5,13476
STANK,5,13356
STAPH,5,12986
STARE,5,17373
STARK,5,14211
STARS,4,17539
START,4,15456
STASH,4,15927
STATE,4,16742
STATS,3,16908
STAVE,5,15002
STAYS,4,16132
STEAD,5,16180
STEAK,5,15497
STEAL,5,16825
STEAM,5,15849
STEED,4,16525
STEEK,4,15842
STEEL,4,17170
STEEP,4,16229
STEER,4,17718
STEIN,5,15356
STELA,5,16825
STELE,4,17170
STEMS,4,16360
STENO,5,15496
STENT,4,14946
STEPS,4,16395
STERE,4,17718
STERN,5,15577
STETS,3,17253
STEWS,4,15733
STEWY,5,12874
STICH,5,11935
STICK,5,11671
STIED,5,15018
STIES,4,17663
STIFF,4,10663
STILE,5,15663
STILL,4,13829
STILT,4,13746
STIME,5,14687
STIMY,5,11994
STING,5,12314
STINK,5,12194
STINT,4,13439
STIPE,5,14722
STIRK,5,13049
STIRP,5,13436
STIRS,4,16377
STOAE,5,17292
STOAI,5,15785
STOAS,4,17458
STOAT,4,15375
STOBS,4,14723
STOCK,5,11811
STOGY,5,11902
STOIC,5,13466
STOKE,5,14475
STOLE,5,15803
STOMA,5,14482
STOMP,5,12052
STONE,5,15496
STONK,5,12334
STONY,5,12803
STOOD,4,13791
STOOK,4,13108
STOOL,4,14436
STOOP,4,13495
STOPE,5,14862
STOPS,4,15028
STOPT,4,12945
STORE,5,16351
STORK,5,13189
STORM,5,13541
STORY,5,13658
STOSS,3,17969
STOTS,3,15886
STOTT,3,13803
STOUP,5,12476
STOUR,5,13965
STOUT,4,13334
STOVE,5,13980
STOWP,5,11425
STOWS,4,14366
STRAP,5,14598
STRAW,5,13936
STRAY,5,14680
STREP,5,14943
STREW,5,14281
STRIA,5,15866
STRIP,5,13436
STROP,5,13576
STROW,5,12914
STROY,5,13658
STRUM,5,12522
STRUT,4,13415
STUBS,4,13704
STUCK,5,10792
STUDS,4,14305
STUDY,5,11446
STUFF,4,9784
STULL,4,12950
STUMP,5,11033
STUMS,4,13974
STUNG,5,11435
STUNK,5,11315
STUNS,4,14643
STUNT,4,12560
STUPA,5,13498
STUPE,5,13843
STURT,4,13415
STYED,5,13832
STYES,4,16477
STYLE,5,14477
STYLI,5,12970
STYMY,4,10808
SUAVE,5,14533
SUBAH,5,12212
SUBAS,4,15276
SUBER,5,14169
SUCKS,4,12875
SUCKY,5,10016
SUCRE,5,14585
SUDDS,3,13743
SUDOR,5,13403
SUDSY,4,13529
SUEDE,4,16056
SUERS,4,17415
SUETE,4,16618
SUETS,4,16784
SUETY,5,13925
SUGAR,5,13862
SUGHS,4,12761
SUING,5,11845
SUINT,5,12970
SUITE,5,15111
SUITS,4,15277
SUKHS,4,12641
SULCI,5,12530
SULFA,5,12939
SULFO,5,11917
SULKS,4,13705
SULKY,5,10846
SULLY,4,12174
SULUS,3,14481
SUMAC,5,12716
SUMIS,4,14384
SUMMA,4,12570
SUMOS,4,14524
SUMPS,4,13116
SUNNA,4,13908
SUNNS,3,14419
SUNNY,4,11560
SUNUP,4,11233
SUPER,5,14474
SUPES,4,15926
SUPRA,5,14129
SURAH,5,14006
SURAL,5,15070
SURAS,4,17070
SURDS,4,14936
SURER,4,15963
SURFS,4,13998
SURFY,5,11139
SURGE,5,14207
SURGY,5,11514
SURLY,5,12722
SURRA,4,15618
SUSED,4,16222
SUSES,3,18867
SUSHI,4,14296
SUTRA,5,14987
SUTTA,4,14356
SWABS,4,14225
SWAGE,5,14097
SWAGS,4,14263
SWAIL,5,13798
SWAIN,5,13491
SWALE,5,15305
SWAMI,5,12822
SWAMP,5,11554
SWAMY,5,11636
SWANG,5,11956
SWANK,5,11836
SWANS,4,15164
SWAPS,4,14530
SWARD,5,13374
SWARE,5,15853
SWARF,5,12436
SWARM,5,13043
SWART,5,13936
SWASH,4,14407
SWATH,5,12324
SWATS,4,15388
SWAYS,4,14612
SWEAR,5,15853
SWEAT,5,15222
SWEDE,4,15005
SWEEP,4,14709
SWEER,4,16198
SWEET,4,15567
SWELL,4,13816
SWEPT,5,12792
SWIFT,5,10643
SWIGS,4,13101
SWILE,5,14143
SWILL,4,12309
SWIMS,4,13333
SWINE,5,13836
SWING,5,10794
SWINK,5,10674
SWIPE,5,13202
SWIRL,5,12857
SWISH,4,13245
SWISS,3,16309
SWITH,5,11162
SWIVE,5,12320
SWOBS,4,13203
SWOON,4,12609
SWOOP,4,11975
SWOPS,4,13508
SWORD,5,12352
SWORE,5,14831
SWORN,5,12690
SWOTS,4,14366
SWOUN,5,11590
SWUNG,5,9915
SYCEE,4,15564
SYCES,4,15730
SYCON,5,12056
SYKES,4,15232
SYLIS,4,15053
SYLPH,5,10721
SYLVA,5,12392
SYNCH,5,10525
SYNCS,4,13589
SYNOD,5,12241
SYNTH,5,11272
SYPHS,4,12721
SYREN,5,14801
SYRUP,5,11781
SYSOP,4,14252
TABBY,4,9640
TABER,5,14127
TABES,5,15579
TABID,5,11427
TABLA,4,13234
TABLE,5,13579
TABOO,4,12679
TABOR,5,12760
TABUN,5,10886
TABUS,5,13193
TACAN,4,13343
TACES,5,15995
TACET,4,13912
TACHE,5,12931
TACHS,5,13097
TACIT,4,12405
TACKS,5,12833
TACKY,5,9974
TACOS,5,14628
TACTS,4,14078
TAELS,5,16825
TAFFY,4,8966
TAFIA,4,13224
TAHRS,5,14475
TAIGA,4,13599
TAIKO,5,12457
TAILS,5,15318
TAINS,5,15011
TAINT,4,12928
TAJES,5,14709
TAKAS,4,15152
TAKEN,5,13190
TAKER,5,14045
TAKES,5,15497
TAKIN,5,11683
TALAR,4,15028
TALAS,4,16480
TALCS,5,14161
TALCY,5,11302
TALER,5,15373
TALES,5,16825
TALKS,5,13663
TALKY,5,10804
TALLS,4,14991
TALLY,4,12132
TALON,5,13151
TALUK,5,11111
TALUS,5,14439
TAMAL,4,13504
TAMED,5,13204
TAMER,5,14397
TAMES,5,15849
TAMIS,5,14342
TAMMY,4,10180
TAMPS,5,13074
TANGA,4,12965
TANGO,5,11943
TANGS,5,13476
TANGY,5,10617
TANKA,4,12845
TANKS,5,13356
TANSY,5,13825
TANTO,4,13068
TAPAS,4,15539
TAPED,5,13239
TAPER,5,14432
TAPES,5,15884
TAPIR,5,12925
TAPIS,5,14377
TARDO,5,13361
TARDY,5,12035
TARED,5,14728
TARES,5,17373
TARGA,4,13820
TARGE,5,14165
TARNS,5,15232
TAROC,5,13176
TAROK,5,12678
TAROS,5,16006
TAROT,4,13923
TARPS,5,14598
TARRE,4,15921
TARRY,4,13228
TARSI,5,15866
TARTS,4,15456
TARTY,4,12597
TASED,5,16180
TASER,5,17373
TASES,4,18825
TASKS,4,15663
TASSE,4,18825
TASSO,4,17458
TASTE,4,16742
TASTY,4,14049
TATAR,3,14945
TATER,4,15290
TATES,4,16742
TATTY,3,11966
TAUNT,4,12049
TAUON,5,12599
TAUPE,5,13332
TAUTS,4,14356
TAWED,5,12577
TAWER,5,13770
TAWIE,5,13549
TAWNY,5,10222
TAWSE,5,15222
TAXED,5,12085
TAXER,5,13278
TAXES,5,14730
TAXIS,5,13223
TAXOL,5,11363
TAXON,5,11056
TAXUS,5,12344
TAYRA,4,14169
TAZZA,3,10346
TAZZE,4,10691
TEACH,5,12931
TEAKS,5,15497
TEALS,5,16825
TEAMS,5,15849
TEARS,5,17373
TEARY,5,14514
TEASE,4,18659
TEATS,4,16742
TECHS,5,13442
TECHY,5,10583
TECTA,4,13912
TEDDY,4,11187
TEELS,4,17170
TEEMS,4,16194
TEENS,4,16863
TEENY,4,14004
TEETH,3,14023
TEFFS,4,12170
TEGGS,4,12920
TEGUA,5,13065
TEGUS,5,13576
TEIID,4,13345
TEIND,5,12711
TEINS,5,15356
TELAE,4,16659
TELCO,5,12973
TELES,4,17170
TELEX,4,13075
TELIA,5,15152
TELIC,5,12833
TELLS,4,15336
TELLY,4,12477
TELOI,5,14130
TELOS,5,15803
TEMPI,5,11746
TEMPO,5,11886
TEMPS,5,13419
TEMPT,4,11336
TENCH,5,11135
TENDS,5,14384
TENDU,5,11832
TENET,3,14780
TENGE,4,13655
TENIA,5,14845
TENNE,3,14556
TENNO,4,13189
TENNY,4,11863
TENON,4,13189
TENOR,5,14044
